genres,keywords,original_title,overview,popularity,runtime,spoken_languages,title,vote_average,vote_count,cast,director
Drama,world war ii book nazi germany jewish,The Book Thief,"While subjected to the horrors of WWII Germany, young Liesel finds solace by stealing books and sharing them with others. Under the stairs in her home, a Jewish refuge is being sheltered by her adoptive parents.",57.84156,131.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",The Book Thief,7.4,1486,Geoffrey Rush Sophie N\u00e9lisse Emily Watson Nico Liersch Ben Schnetzer,Brian Percival
Adventure Drama Comedy,gonzo journalist sweaty face fake identity wedding chapel grapefruit,Fear and Loathing in Las Vegas,"The hallucinogenic misadventures of sportswriter Raoul Duke and his Samoan lawyer, Dr. Gonzo, on a three-day romp from Los Angeles to Las Vegas. Motoring across the Mojave Desert on the way to Sin City, Duke and his purple haze passenger ingest a cornucopia of drugs ranging from acid to ether.",44.511363,118.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Fear and Loathing in Las Vegas,7.2,1301,Johnny Depp Benicio del Toro Tobey Maguire Christina Ricci Ellen Barkin,Terry Gilliam
Comedy,alcohol baby party family fraternity,Neighbors,A couple with a newborn baby face unexpected difficulties after they are forced to live next to a fraternity house.,36.471231,96.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Neighbors,6.2,2713,Seth Rogen Zac Efron Rose Byrne Dave Franco Ike Barinholtz,Nicholas Stoller
Romance Comedy Crime Fantasy,dual identity bank mockery green balloon,The Mask,"When timid bank clerk Stanley Ipkiss discovers a magical mask containing the spirit of the Norse god Loki, his entire life changes. While wearing the mask, Ipkiss becomes a supernatural playboy exuding charm and confidence which allows him to catch the eye of local nightclub singer Tina Carlyle. Unfortunately, under the mask's influence, Ipkiss also robs a bank, which angers junior crime lord Dorian Tyrell, whose goons get blamed for the heist.",85.30318,101.0,"[{""iso_639_1"": ""sv"", ""name"": ""svenska""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",The Mask,6.6,2472,Jim Carrey Cameron Diaz Nancy Fish Tim Bagley Johnny Williams,Chuck Russell
Comedy,male nudity usa california prostitute journalist,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,"Kazakh journalist Borat Sagdiyev travels to America to make a documentary. As he zigzags across the nation, Borat meets real people in real situations with hysterical consequences. His backwards behavior generates strong reactions around him exposing prejudices and hypocrisies in American culture.",29.487784,82.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""he"", ""name"": ""\u05e2\u05b4\u05d1\u05b0\u05e8\u05b4\u05d9\u05ea""}, {""iso_639_1"": ""kk"", ""name"": ""\u049b\u0430\u0437\u0430\u049b""}]",Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,6.5,1579,Sacha Baron Cohen Ken Davitian Luenell Pamela Anderson Bob Barr,Larry Charles
Science Fiction Comedy Crime,android undercover missile group therapy airplane,Austin Powers: International Man of Mystery,"As a swingin' fashion photographer by day and a groovy British superagent by night, Austin Powers is the '60s' most shagadelic spy, baby! But can he stop megalomaniac Dr. Evil after the bald villain freezes himself and unthaws in the '90s? With the help of sexy sidekick Vanessa Kensington, he just might.",36.15716,94.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Austin Powers: International Man of Mystery,6.5,1013,Mike Myers Elizabeth Hurley Michael York Mimi Rogers Seth Green,Jay Roach
Science Fiction Action Adventure Thriller,central and south america predator alien stalking invisible,Predator,"Dutch and his group of commandos are hired by the CIA to rescue downed airmen from guerillas in a Central American jungle. The mission goes well but as they return they find that something is hunting them. Nearly invisible, it blends in with the forest, taking trophies from the bodies of its victims as it goes along. Occasionally seeing through its eyes, the audience sees it is an intelligent alien hunter, hunting them for sport, killing them off one at a time.",50.009408,107.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Predator,7.3,2093,Arnold Schwarzenegger Carl Weathers Elpidia Carrillo Bill Duke Jesse Ventura,John McTiernan
Drama History Music,italy composer opera talent musician,Amadeus,"The incredible story of genius musician Wolfgang Amadeus Mozart, told in flashback by his peer and secret rival Antonio Salieri – now confined to an insane asylum.",31.82675,160.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""la"", ""name"": ""Latin""}]",Amadeus,7.8,1076,F. Murray Abraham Tom Hulce Elizabeth Berridge Roy Dotrice Simon Callow,Milo\u0161 Forman
Comedy,female friendship high school fish out of water best friend teenager,Mean Girls,"Cady Heron is a hit with The Plastics, the A-list girl clique at her new school, until she makes the mistake of falling for Aaron Samuels, the ex-boyfriend of alpha Plastic Regina George.",36.423717,97.0,"[{""iso_639_1"": ""sw"", ""name"": ""Kiswahili""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""vi"", ""name"": ""Ti\u1ebfng Vi\u1ec7t""}]",Mean Girls,6.9,2320,Lindsay Lohan Rachel McAdams Tim Meadows Ana Gasteyer Amy Poehler,Mark Waters
Drama Comedy,times square superhero long take new york city play,Birdman,"A fading actor best known for his portrayal of a popular superhero attempts to mount a comeback by appearing in a Broadway play. As opening night approaches, his attempts to become more altruistic, rebuild his career, and reconnect with friends and family prove more difficult than expected.",89.811154,119.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Birdman,7.4,4535,Michael Keaton Emma Stone Zach Galifianakis Naomi Watts Edward Norton,Alejandro Gonz\u00e1lez I\u00f1\u00e1rritu
Comedy Drama,san francisco sister sister relationship new york city rich narcissism,Blue Jasmine,"Jasmine French used to be on the top of the heap as a New York socialite, but now is returning to her estranged sister in San Francisco utterly ruined. As Jasmine struggles with her haunting memories of a privileged past bearing dark realities she ignored, she tries to recover in her present. Unfortunately, it all proves a losing battle as Jasmine's narcissistic hangups and their consequences begin to overwhelm her. In doing so, her old pretensions and new deceits begin to foul up everyone's lives, especially her own.",34.694216,98.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Blue Jasmine,7.0,1098,Cate Blanchett Alec Baldwin Sally Hawkins Bobby Cannavale Louis C.K.,Woody Allen
Adventure Drama Thriller,mountains despair adventure utah alone,127 Hours,The true story of mountain climber Aron Ralston's remarkable adventure to save himself after a fallen boulder crashes on his arm and traps him in an isolated canyon in Utah.,52.464877,94.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",127 Hours,7.0,2606,James Franco Kate Mara Amber Tamblyn Cl\u00e9mence Po\u00e9sy Lizzy Caplan,Danny Boyle
Drama History,biography computer father daughter relationship apple computer steve jobs,Steve Jobs,"Set backstage at three iconic product launches and ending in 1998 with the unveiling of the iMac, Steve Jobs takes us behind the scenes of the digital revolution to paint an intimate portrait of the brilliant man at its epicenter.",53.670525,122.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Steve Jobs,6.8,1573,Michael Fassbender Kate Winslet Seth Rogen Katherine Waterston Jeff Daniels,Danny Boyle
Comedy,becoming an adult high school young people one night,Superbad,"High school best buddies are facing separation anxiety as they prepare to go off to college. While attempting to score alcohol for a party with help from a fake ID-toting friend, the guys' evening takes a turn into chaotic territory.",33.436091999999995,113.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Superbad,7.0,2100,Jonah Hill Michael Cera Christopher Mintz-Plasse Bill Hader Seth Rogen,Greg Mottola
Horror Drama Mystery Thriller,nanny haunted house channel islands parallel world photosensitivity,The Others,"Grace is a religious woman who lives in an old house kept dark because her two children, Anne and Nicholas, have a rare sensitivity to light. When the family begins to suspect the house is haunted, Grace fights to protect her children at any cost in the face of strange events and disturbing visions.",25.881355,101.0,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",The Others,7.4,1660,Nicole Kidman Christopher Eccleston Alakina Mann James Bentley Eric Sykes,Alejandro Amen\u00e1bar
Horror Action Thriller Science Fiction,android extraterrestrial technology space marine spaceman cryogenics,Aliens,"When Ripley's lifepod is found by a salvage crew over 50 years later, she finds that terra-formers are on the very planet they found the alien species. When the company sends a family of colonists out to investigate her story, all contact is lost with the planet and colonists. They enlist Ripley and the colonial marines to return and search for answers.",67.66094,137.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Aliens,7.7,3220,Sigourney Weaver Michael Biehn James Remar Paul Reiser Lance Henriksen,James Cameron
Comedy,corruption robbery kidnapping nightclub male friendship,Let's Be Cops,"It's the ultimate buddy cop movie except for one thing: they're not cops.  When two struggling pals dress as police officers for a costume party, they become neighborhood sensations.  But when these newly-minted “heroes” get tangled in a real life web of mobsters and dirty detectives, they must put their fake badges on the line.",70.66892299999998,104.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Let's Be Cops,6.4,1219,Jake Johnson Damon Wayans Jr. Nina Dobrev Rob Riggle James D'Arcy,Luke Greenfield
Horror Thriller,female nudity nudity mask babysitter halloween,Halloween,"In John Carpenter's horror classic, a psychotic murderer, institutionalized since childhood for the murder of his sister, escapes and stalks a bookish teenage girl and her friends while his doctor chases him through the streets.",30.301307,91.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Halloween,7.4,1035,Donald Pleasence Jamie Lee Curtis P.J. Soles Nancy Kyes Nick Castle,John Carpenter
Comedy Music Romance,competition roommate college female friendship music,Pitch Perfect,"College student Beca knows she does not want to be part of a clique, but that's exactly where she finds herself after arriving at her new school. Thrust in among mean gals, nice gals and just plain weird gals, Beca finds that the only thing they have in common is how well they sing together. She takes the women of the group out of their comfort zone of traditional arrangements and into a world of amazing harmonic combinations in a fight to the top of college music competitions.",32.746486,112.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Pitch Perfect,7.3,2247,Anna Kendrick Skylar Astin Brittany Snow Anna Camp Rebel Wilson,Jason Moore
Horror,remake demon necronomicon duringcreditsstinger,Evil Dead,"Evil Dead, the fourth installment of the Evil Dead franchise, serving as both a reboot and as a loose continuation of the series, features Mia, a young woman struggling with sobriety, heads to a remote cabin with a group of friends where the discovery of a Book of the Dead unwittingly summon up dormant demons which possess the youngsters one by one.",33.912116,91.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Evil Dead,6.4,1723,Jane Levy Shiloh Fernandez Lou Taylor Pucci Jessica Lucas Elizabeth Blackmore,Fede Alvarez
Fantasy Drama Thriller Romance,magic princess love rivalry vienna austria,The Illusionist,"With his eye on a lovely aristocrat, a gifted illusionist named Eisenheim uses his powers to win her away from her betrothed, a crowned prince. But Eisenheim's scheme creates tumult within the monarchy and ignites the suspicion of a dogged inspector.",36.960953,110.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The Illusionist,7.1,1615,Edward Norton Jessica Biel Paul Giamatti Rufus Sewell Eddie Marsan,Neil Burger
Drama,individual philosophy poetry shakespeare professor,Dead Poets Society,"At an elite, old-fashioned boarding school in New England, a passionate English teacher inspires his students to rebel against convention and seize the potential of every day, courting the disdain of the stern headmaster.",55.458584,129.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Dead Poets Society,8.1,2705,Robin Williams Ethan Hawke Robert Sean Leonard Gale Hansen Josh Charles,Peter Weir
Comedy,gas station motel utah stupidity pill,Dumb and Dumber,"Lloyd and Harry are two men whose stupidity is really indescribable. When Mary, a beautiful woman, loses an important suitcase with money before she leaves for Aspen, the two friends (who have found the suitcase) decide to return it to her. After some ""adventures"" they finally get to Aspen where, using the lost money they live it up and fight for Mary's heart.",35.77706699999999,107.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Dumb and Dumber,6.5,1859,Jim Carrey Jeff Daniels Lauren Holly Teri Garr Mike Starr,Bobby Farrelly
